id,message,date
420,,2024-05-12 05:57:47+00:00
419,,2024-05-12 05:57:47+00:00
418,,2024-05-12 05:57:47+00:00
417,,2024-05-12 05:57:47+00:00
416,,2024-05-12 05:57:47+00:00
415,,2024-05-12 05:57:47+00:00
414,"የሥራና ክህሎት ሚኒስትር ከኢሚግሬሽንና ዜግነት አገልግሎት  ኃላፊዎች ጋር በቅንጅት በሚሰሩ ስራዎች ዙሪያ ተወያዩ።

የሥራና ክህሎት ሚኒስትር ክብርት ወ/ሮ ሙፈሪሃት ካሚል ከኢሚግሬሽንና ዜግነት አገልግሎት ዋና ዳይሬክተር ክብርት ወ/ሮ ሰላማዊት ዳዊት እና ም/ዋና ዳይሬክተሮች ጋር ውይይት አካሂደዋል።

ውይይቱ ከውጭ ሀገር ሥራ ስምሪት አኳያ ሁለቱ ተቋማት የሚሰጡትን አገልግሎት ፈጣንና ቀልጣፋ ለማድረግ ያለመ ነው።

በዚህም በውጭ ሀገር ሥራ ስምሪት ላይ የተደረገውን ሪፎርም ተከትሎ በዘረጋው የጋራ የአሰራር ስርዓት የተከናወኑ ሥራዎችን፣ ያጋጠሙ ችግሮችን እና ችግሮቹን ለመሻገር የሚወሰዱ እርምጃዎችን በዝርዝር ተመልክተዋል፡፡ 

ከዚህ ባለፈም የቀጣይ ዓመት ዕቅድ ግልጽና የተቀላጠፈ አሰራር ስርዓትን በማስፈን የተጀመሩትን ዜጎችን በህጋዊ መንገድ  ለስራ ወደ ውጭ የመላክ ስራ በቴክኖሎጂ በታገዘ መልኩ አፈፃፀሙን ከፍ በሚያስችል መልኩ የሚዘጋጅበት ሁኔታ ላይም ውይይት በማካሄድ ስምምነት ላይ መድረስ ተችሏል::

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-12 05:57:46+00:00
413,,2024-05-09 13:57:37+00:00
412,"በ03/09/2016 ዓ.ም ፓስፓርት የምትወስዱ ደንበኞቻችን በ 7876 አጭር የፅሁፍ መልዕክት የላክን ሲሆን  ቅዳሜ ግንቦት 03/2016 ዓ.ም ከጠዋቱ 3:00-08:00ሰዓት ጎተራ በሚገኘው ኢሚግሬሽን ቢሮ በመገኘት  ፓስፖርታችሁን መውሰድ የምትችሉ መሆኑን እየገለፅን ወደ ተቋማችን ስትመጡ ኦንላይን ያመለከታችሁበትን ፕሪንት አውት ይዛችሁ እንድትመጡ እናሳስባለን።

የኢሚግሬሽንና ዜግነት አገልግሎት

We've sent a text message to our customers scheduled for passport collection on May 11, 2024. If you've received a text message from us via 7876, please visit our Gotera Office in Addis Ababa on Saturday, May 11, 2024. Our offices will be open from 9:00 AM to 2:00 PM for passport collection. Remember to bring a printout of your online application form when you visit us.

Immigration And Citizenship Service

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-09 13:57:29+00:00
411,,2024-05-09 09:58:18+00:00
410,,2024-05-09 09:58:18+00:00
409,,2024-05-09 09:58:18+00:00
408,"ሚስጢራዊ የህትመት ስራ የኢ-ፖስፖርት፣ የክፍያ ካርዶች እና መታወቂያዎች ማምረቻ ለመገንባት የመሰረት ድንጋይ ተቀመጠ፡፡

የኢ-ፖስፖርት፣ የክፍያ ካርዶች እና መታወቂያዎች ማምረቻ ፋብሪካውን ግንባታ ለማስጀመር ከኢትዬጵያ ኢንዱስትሪ ፖርኮች ልማት በተገኘ ቦታ በለሚ ኢንዱስትሪ ፖርክ መሠረት ድንጋይ ተቀምጧል፡፡ 

የኢሚግሬሽንና ዜግነት አገልግሎት ዋና ዳይሬክተር ወ/ሮ ሰላማዊት ዳዊት ኢ-ፓስፖርት በሀገር ዉስጥ መመረቱ ከሚያስገኘዉ ጥቅም ባሻገር አዲስ እዉቀትና ቴክኖሎጅ ወደ ሀገር የሚያስገባ እንደመሆኑ መንግስት አስቀደሞ ያለዉን ችግር በመገንዘብ በተለይ ከጊዜዉ ቴክኖሎጅ ጋር አብሮ መሄድ እንዲቻል የተሰራዉ ሥራ የሚያስመሰግን መሆኑን በመግለጽ በአዲሱ የኢ-ፓስፖርት የሀገራችን የቱሪዝም መስህቦችንና መዳረሻዎችን እንዲሁም ታሪካዊ ስፍራዎችን ጨምሮ የበለፀጉ የደህንነት መገለጫዎችን የያዙ አዳዲስ ዲዛይኖችን እንዲካተቱ የተደረገ ሲሆን  ይህ ፕሮጅክት በአገራችን ዉስጥ ለረዥም ጊዜ የቆየዉን የፓስፖርት እጥረት ለመፍታት ፣የደንበኞችን እርካታ ለማሻሻልና በፍተሻ ጣቢያዎች ይጠፋ የነበረዉን ጊዜ ለመቀነስ ከፍተኛ ጠቀሜታ ይኖረዋል ብለዋል፡፡

በተጨማሪም ሀገራችን ወደ ኢ-ፓስፖርት መግባቷ ቀደም ሲል ባለፉት ዓመታት ስንጠቀምበት የነበረዉን ፓስፖርት ደረጃውን ከፍ ያደረገ ብቻ ሳይሆን የዲዛይን ባለቤትነትም ወደ ሀገር የተመለሰበት እንዲሁም የዳታና የፕሮሰሲንግ ስራ በራስ አቅም እንዲሰራ መንገድ የተከፈተላትም ሲሆን የኢሚግሬሽንና ዜግነት አገልግሎት የሚሰጣቸዉ ጊዚያዊ እና ቋሚ የመኖሪያ መታወቂያ፣ የትዉልደ ኢትዬጵያዊ መታወቂያ እንዲሁም ሌሎች መታወቂያዎች ከወረቀት ወደ ዲጅታል እንዲያድጉ ከመደረጉም በላይ የቪዛ አዉቶሜሽንም አብሮ እንዲሰራ መደረጉን ገልፀዋል፡፡

ወ/ሮ ሰላማዊት ዳዊት በበኩላቸው ይህ ለፍሬ እንዲበቃ የዲዛይን ስራዎችን፣ የህግ ስራዎችን እና አጠቃላይ ስራዉን ከመጀመር አንስቶ ተግባራዊ እስኪሆን ድረስ የተሳተፉትን ክቡር የኢፌድሪ ጠቅላይ ሚኒስትር  ዶ/ር አብይ አህመድ፣ የኢትዮጵያ ኢንቨስትመንት ሆልዲንግ ተቋምን፣ የJoint venture CEO የሆኑት ወ/ሮ ቃልኪዳንን እንዲሁም የቶፓን ግራቪቲ የስራ ኃላፊዎችና ባልደረቦችን አመስግነው በቀሩት ወራት በጋራ በመስራት አዲሱን የኢ-ፓስፖርትም ሆነ ፋብሪካዉ እስኪጠናቀቅ ድረስ ኢሚግሬሽንና ዜግነት አገልግሎት የበኩሉን ድጋፍና የሚጠበቅበትን ሁሉ የሚያደርግ መሆኑን ገልፀዋል፡፡

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-09 09:58:17+00:00
407,"ለመላው የክርስትና እምነት ተከታዮች መልካም የትንሳኤ በዓል ይሁንላችሁ እያለ በዓሉ የሰላም እና የወንድማማችነት እንዲሆንላችሁ የኢሚግሬሽንና ዜግነት አገልግሎት ምኞቱን ይገልፃል።

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-05 05:00:24+00:00
405,"ለመላ የክርስትና እምነት ተከታዮች
እንኳን ለስቅለት በዓል በሰላም አደረሳችሁ!

መልካም በዓል!
የኢሚግሬሽንና ዜግነት አገልግሎት

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-03 05:57:01+00:00
404,"ለመላው የኢትዮጵያ ሰራተኞች መልካም የእረፍት ቀን እየተመኘን፣ በሀገሪቱ ዙሪያ ለሚገኙ ተግተው ለሚሰሩ በዘጠኝ ወር ውስጥ ከ744,000 በላይ ፓስፖርት አትመን እንድናከፋፍል ላስቻሉን፣ የአየርና የየብስ ኬላዎቻችንን 24/7 ለሚጠብቁልን እና ለመላው የኢሚግሬሽንና ዜግነት አገልግሎት ሰራተኞች ልዩ መልካም መልዕክታችንን እንገልጻለን።  

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-05-01 09:08:41+00:00
403,,2024-04-30 07:20:19+00:00
402,"በ23/08/2016 ዓ.ም ፓስፓርት የምትወስዱ ደንበኞቻችን በ 7876 አጭር የፅሁፍ መልዕክት የላክን ሲሆን  ረቡዕ ሚያዚያ  23/2016 ዓ.ም ከጠዋቱ 3:00-06፡30 ሰዓት ጎተራ በሚገኘው ኢሚግሬሽን ቢሮ በመገኘት  ፓስፖርታችሁን መውሰድ የምትችሉ መሆኑን እየገለፅን ወደ ተቋማችን ስትመጡ ኦንላይን ያመለከታችሁበትን ፕሪንት አውት ይዛችሁ እንድትመጡ እናሳስባለን።

የኢሚግሬሽንና ዜግነት አገልግሎት

We've sent a text message to our customers scheduled for passport collection on May 1, 2024. If you've received a text message from us via 7876, please visit our Gotera Office in Addis Ababa on Wednesday, May 1, 2024. Our offices will be open from 9:00 AM to 12:30 PM for passport collection. Remember to bring a printout of your online application form when you visit us.

Immigration And Citizenship Service

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-04-30 07:20:10+00:00
401,,2024-04-27 10:42:26+00:00
400,,2024-04-27 10:42:26+00:00
399,,2024-04-27 10:42:26+00:00
398,,2024-04-27 10:42:26+00:00
397,,2024-04-27 10:42:26+00:00
396,,2024-04-27 10:42:25+00:00
395,,2024-04-27 10:42:25+00:00
394,"ደሴ፣ ጅግጅጋ፣ ድሬዳዋ፣ ሆሳዕና፣ ጋምቤላ፣ አዳማ እና ሀዋሳ ቅርንጫፍ  ፓስፖርታችሁን የምትወስዱ ደንበኞቻችን ባመለከታችሁበት ኢሚግሬሽን ቅርንጫፍ ጽ/ቤት በሚያወጣው ኘሮግራም መሰረት በመገኘት ፓስፖርታችሁን መውሰድ የምትችሉ መሆኑን እየገለፅን ወደ ተቋማችን ስትመጡ ኦንላይን ያመለከታችሁበትን ፕሪንት አውት ይዛችሁ እንድትመጡ እናሳስባለን።

የኢሚግሬሽንና ዜግነት አገልግሎት

__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-04-27 10:41:57+00:00
393,,2024-04-26 18:05:51+00:00
392,,2024-04-26 18:05:51+00:00
391,,2024-04-26 18:05:51+00:00
390,,2024-04-26 18:05:50+00:00
389,"ቋሚ ኮሚቴው፤ የኢሚግሬሽንና ዜግነት አገልግሎትን የስራ አፈፃጸም ገመገመ 
ሚያዚያ 18 ቀን ፣ 2016 ዓ.ም፣ አዲስ አበባ

የህግና ፍትህ ጉዳዮች ቋሚ ኮሚቴ የኢሚግሬሽንና ዜግነት አገልግሎት የ9 ወራት የስራ አፈጻጸምን  ገመገመ።

የቋሚ ኮሚቴው ሰብሳቢ የተከበሩ ወ/ሮ እፀገነት መንግስቱ ቋሚ ኮሚቴው የተቋሙን የስራ እንቅስቃሴን የመስክ ምልከታን ጨምሮ ሲከታተል እንደነበረና የዕቅድ አፈጻፀሙንም መገምገሙን ገልፀዋል።

በዚህ ውይይትም በተቋሙ የስራ አፈፃጸም ዙሪያ የሚነሱ ግልጽነት የሚያስፈልጋቸው ጥያቄዎች ቀርበው ማብራሪያ እንደሚሰጥባቸውም ጠቁመዋል።

የተቋሙ የ9 ወራት የስራ አፈጻፀም ሪፖርት የቀረበ ሲሆን፤ በተሰራው የሪፎርም ስራ አሰራርን የጣሱ ከፍተኛ አመራሮች ተጠያቂ የማድረግ፣ ለበርካታ ዜጎች አዲስ ፓስፖርት የመስጠትና የማደስ፣ ውዝፍ አገልግሎቶችን የማጠናቀቅ ፣ በህገወጥ መንገድ የሚኖሩ የውጭ ዜጎችን ወደህጋዊ መንገድ የማስገባት፣ አሰራሮችን ለማዘመን ከተለያዮ ባለድርሻና ተባባሪ አካላት ጋር በቅንጅት በመስራት አዳዲስ ቴክኖሎጅዎችን የማልማት እና ስለ ተቋሙ የግንዛቤና የገጽታ ግንባታ ስራዎች በዋናነት መሰራታቸው ተብራርተዋል።

በሌላ በኩል የሲቪል ምዝገባን በተጠናከረ መንገድ ለማካሄድ በአንዳንድ አካባቢዎች ላይ የጸጥታ ችግር መኖር፣ የተቋሙን ተልዕኮ ሊሸከም የሚችል አደረጃጀትና የሰው ሀይል ያለመሟላት እና አገልግሎቱ በዘመናዊ ቴክኖሎጂ ያለመዘመን በሪፖርቱ በእጥረት ከተነሱት ውስጥ ተጠቃሽ ናቸው።

የተቋሙን የ9 ወራት የዕቅድ አፈጻፀምን አስመልክቶ በቋሚ ኮሚቴው የተዘጋጁ ጥያቄዎች በውይይቱ ተሳታፊ ከሆኑ የምክር ቤት አባላት እና ባለድርሻ አካላት የቀረቡ ሲሆን፤  የተቋሙ  አመራሮች በቀረበው ጥያቄ ላይ ሰፊ ማብራሪያ ሰጥተዋል። 
በተጨማሪ ቋሚ ኮሚቴው በ9 ወር ሪፖርቱ እና በመስክ ምልከታ ያዮትን ግብረ መልስ በመስጠት በቀጣይ ትኩረት የሚሹ ጉዳዮችን በማመላከት ውይይቱ ተጠናቋል።


ይፋዊ ገጾቻችንን እና ቻናሎቻችንን ብቻ ለታማኝ አገልግሎቶች እና ማስታወቂያዎች ይጠቀሙ። 
__

Telegram: https://t.me/ICS_Ethiopia
Facebook: https://www.facebook.com/ICSEthiopia
Twitter: https://twitter.com/ics_ethiopia
TikTok: https://www.tiktok.com/@ics_ethiopia
LinkedIn: https://www.linkedin.com/company/icsethiopia
YouTube: https://www.youtube.com/@Ics_Ethiopia
Instagram: https://www.instagram.com/icsethiopia/",2024-04-26 18:05:50+00:00
388,"ባለፉት ጥቂት ወራት የደንበኞችን ጥያቄ ሙሉ ለሙሉ ለመመለስ ከ1.1 ሚሊዮን በላይ የፓስፖርት ቡክሌት ወደሀገር በማስገባት በ6 ወራት ውስጥ ለአዲስ አበባ 260,371፣ በየአካባቢው ላሉ ቅ/ጽ/ቤቶች 269,358፣ በአስቸኳይ 35,394 እና በውጭ ለሚኖሩ ኢትዬጵያዊያን 81,416 በድምሩ 646,539 ፖስፖርት ታትሞ ማሰራጨት ተችሏል። አሁንም የፓስፖርት ጥያቄዎችን ያለምንም መዘግየት ለደንበኞች ለማድረስ ተግተን እየሰራን ነው።  

Over the past few months, we’ve taken significant strides to increase our efficiency and customer satisfaction. In just six months, we were able to print and distribute 260,371 passports in Addis Ababa, 269,358 in various regional offices, 35,394 to urgent cases, and 81,416 to Ethiopians residing abroad. The total number of passports printed and distributed during this time is 646,539. We are working hard to continue delivering passport requests to our customers without any delay.

__

ይፋዊ ገጾቻችንን እና ቻናሎቻችንን ብቻ ለታማኝ አገልግሎቶች እና ማስታወቂያዎች ይጠቀሙ። 
Telegram • Facebook • Twitter • TikTok • LinkedIn • YouTube •  Instagram",2024-04-25 10:58:10+00:00
387,,2024-04-24 16:05:50+00:00
